YearsExperience,EducationLevel,JobRole,Salary
26,Bachelor,Data Scientist,126284
14,PhD,Analyst,90760
22,Master,Data Scientist,120387
7,PhD,Data Scientist,78592
25,Bachelor,Software Engineer,109180
1,PhD,Manager,75087
21,Bachelor,Analyst,92152
22,Bachelor,Data Scientist,112603
27,PhD,HR,127432
12,PhD,Analyst,91893
18,PhD,Software Engineer,107461
27,PhD,Analyst,138084
2,PhD,Manager,70485
27,Master,Data Scientist,138727
16,Master,HR,80553
8,Bachelor,Software Engineer,63477
25,Bachelor,Manager,129501
25,Bachelor,Data Scientist,123293
10,Master,HR,69675
25,PhD,Data Scientist,136005
25,Bachelor,HR,102359
13,Bachelor,HR,68537
1,Master,Analyst,47986
16,PhD,HR,103575
1,PhD,Software Engineer,64459
30,Bachelor,Data Scientist,140869
4,Bachelor,Software Engineer,52655
13,Bachelor,Data Scientist,77570
20,Master,Analyst,107481
15,Bachelor,Analyst,83829
2,Master,HR,39394
5,PhD,Software Engineer,76712
28,Bachelor,Software Engineer,118920
14,PhD,Data Scientist,102634
1,Bachelor,Data Scientist,45405
24,Master,HR,107061
15,Master,Software Engineer,89937
27,Bachelor,Software Engineer,123927
3,Bachelor,Analyst,39712
19,Bachelor,HR,84615
21,Bachelor,HR,89810
5,PhD,Analyst,82509
5,Master,Manager,73756
10,PhD,Data Scientist,102601
0,PhD,Manager,76507
23,PhD,Manager,136675
17,Master,Data Scientist,113459
25,Master,Data Scientist,128926
25,Bachelor,Data Scientist,114638
0,PhD,Software Engineer,48757
14,Master,Analyst,86214
0,PhD,Manager,64377
24,PhD,Manager,143068
2,Bachelor,Data Scientist,57990
4,PhD,Data Scientist,66497
22,Bachelor,Analyst,102700
7,Bachelor,Analyst,57232
28,Bachelor,Data Scientist,124391
7,Master,HR,54244
8,PhD,Analyst,79886
2,Bachelor,Manager,57834
29,PhD,Manager,149145
6,Bachelor,HR,44580
12,Master,HR,64615
26,Master,Software Engineer,123918
8,Bachelor,Data Scientist,66932
6,PhD,Manager,90043
25,Master,Analyst,122417
29,Bachelor,Data Scientist,125888
1,Bachelor,Manager,60810
21,PhD,Manager,138223
8,PhD,Software Engineer,81490
9,Bachelor,Analyst,61994
6,PhD,Analyst,73860
18,Bachelor,Data Scientist,97640
30,Bachelor,Software Engineer,134442
6,PhD,Manager,84642
8,PhD,Software Engineer,90496
23,Master,Analyst,114775
22,Bachelor,Analyst,103878
3,PhD,Analyst,50959
13,PhD,Data Scientist,106219
10,PhD,Software Engineer,102188
9,Master,Manager,78469
11,PhD,HR,79897
0,Bachelor,HR,33380
27,PhD,Software Engineer,132283
12,Bachelor,HR,71336
28,Master,Data Scientist,137800
14,PhD,Software Engineer,105933
5,Master,HR,60078
9,Master,Software Engineer,82820
23,Master,Software Engineer,117506
6,Bachelor,Analyst,45597
17,PhD,HR,98474
11,Bachelor,Analyst,81732
29,Bachelor,Data Scientist,123465
27,Master,Software Engineer,135528
30,Master,Analyst,138104
19,PhD,Software Engineer,125067
24,Master,HR,112563
0,Bachelor,Software Engineer,41982
14,Bachelor,Manager,86838
22,Bachelor,Manager,118685
15,Bachelor,Data Scientist,82428
21,Bachelor,HR,93602
4,PhD,Software Engineer,79330
27,PhD,Software Engineer,145495
10,Bachelor,Software Engineer,67453
10,PhD,Manager,93734
22,Bachelor,HR,103446
4,Master,Data Scientist,67450
29,PhD,Software Engineer,149258
4,PhD,HR,61493
11,Master,Analyst,85974
25,Bachelor,HR,107017
27,PhD,Data Scientist,140942
15,Bachelor,Manager,94273
0,Master,Software Engineer,58554
28,PhD,Analyst,146691
28,PhD,Data Scientist,147779
17,Master,Data Scientist,95615
28,Master,Software Engineer,132675
23,Bachelor,Software Engineer,110237
7,Bachelor,HR,44002
11,Bachelor,Analyst,64174
22,Master,Analyst,116183
9,Master,HR,63573
0,PhD,Data Scientist,64471
4,Master,Manager,72952
5,Bachelor,Manager,69492
15,Bachelor,Software Engineer,77300
14,Bachelor,Manager,95777
22,Master,HR,113253
0,Bachelor,Analyst,29548
1,PhD,Manager,63477
23,PhD,Manager,138348
9,Master,HR,70427
30,Bachelor,Manager,144448
26,PhD,Analyst,133961
14,Bachelor,Manager,89909
30,Bachelor,Data Scientist,135529
14,PhD,Data Scientist,101699
21,PhD,Data Scientist,126946
12,PhD,Data Scientist,95326
16,PhD,Software Engineer,118023
23,PhD,Analyst,132290
30,Master,HR,126973
28,PhD,HR,137254
23,PhD,HR,120108
20,Master,HR,103741
22,Master,HR,102834
11,Master,Data Scientist,86161
22,Master,Manager,126249
8,PhD,HR,64977
30,Bachelor,Software Engineer,129212
7,Master,Data Scientist,74431
27,PhD,Manager,150063
4,PhD,Analyst,71237
22,Bachelor,Manager,123678
1,Master,Analyst,42171
8,Master,Manager,80380
26,Master,Manager,136194
4,Bachelor,Manager,64223
28,PhD,Software Engineer,137453
16,Bachelor,Software Engineer,94603
26,Master,Analyst,127404
30,PhD,Software Engineer,145960
23,Master,Manager,124389
29,Master,Analyst,129663
3,Master,Analyst,50796
24,Bachelor,Software Engineer,120418
19,Bachelor,HR,89274
24,Master,Software Engineer,117756
10,Bachelor,HR,51174
20,Master,Analyst,91451
13,Master,Data Scientist,97549
27,PhD,HR,133790
19,Master,Software Engineer,107410
17,Master,Data Scientist,107912
10,PhD,HR,77508
23,PhD,Data Scientist,136362
15,PhD,Analyst,105628
23,PhD,Software Engineer,135454
11,PhD,Manager,101733
29,Bachelor,Software Engineer,124796
6,Bachelor,Manager,66910
9,Master,Manager,90255
27,PhD,Data Scientist,141659
15,Master,Data Scientist,98556
2,Bachelor,HR,42747
10,Bachelor,Data Scientist,64170
2,PhD,Manager,80881
9,Master,HR,69168
17,Bachelor,Software Engineer,92837
18,Bachelor,HR,86454
9,PhD,Analyst,83953
20,PhD,Software Engineer,132908
20,PhD,Software Engineer,122547
21,PhD,Manager,134651
6,Bachelor,Manager,67235
17,PhD,Analyst,104293
17,Bachelor,Software Engineer,85942
16,Bachelor,HR,89822
18,Bachelor,Software Engineer,83252
20,Bachelor,Software Engineer,100542
5,Bachelor,Data Scientist,59205
11,PhD,Software Engineer,95489
15,Master,HR,84705
23,Bachelor,HR,106433
22,Master,Analyst,112894
5,PhD,Analyst,58613
2,Bachelor,Manager,53291
20,Bachelor,Software Engineer,100085
8,Master,HR,64351
15,Master,Software Engineer,91884
2,Master,Analyst,58343
8,Master,Software Engineer,73131
5,Master,Software Engineer,54735
3,PhD,Manager,79317
11,PhD,Analyst,87516
22,Master,HR,105465
9,Bachelor,Data Scientist,80070
3,Master,Data Scientist,70704
16,Bachelor,HR,76668
24,Bachelor,HR,108855
15,Bachelor,Software Engineer,85944
20,Master,Manager,123393
6,Master,Analyst,64927
3,PhD,Data Scientist,74924
21,PhD,HR,117787
29,Master,Software Engineer,135462
28,Bachelor,HR,125833
10,PhD,Analyst,83885
6,Bachelor,Analyst,58247
9,Master,Data Scientist,79968
9,Master,Analyst,64132
29,Master,Analyst,129210
23,PhD,Manager,135739
1,PhD,Manager,71935
17,Master,Data Scientist,105711
25,Bachelor,Manager,135678
24,Master,HR,108941
8,PhD,HR,72208
5,PhD,Data Scientist,78934
5,PhD,Software Engineer,76764
12,Master,HR,69382
24,Bachelor,Manager,113183
30,Master,HR,127003
13,Master,Data Scientist,98480
6,Master,Analyst,70466
7,Master,Manager,78232
8,Bachelor,Data Scientist,69036
12,PhD,HR,87713
29,Master,HR,132771
8,Master,Data Scientist,79088
25,PhD,HR,124157
20,Master,Manager,116562
23,Bachelor,Data Scientist,122265
22,PhD,Analyst,122710
11,PhD,Manager,107386
21,PhD,Software Engineer,122562
27,Master,Manager,142510
7,PhD,Analyst,70431
4,Bachelor,Manager,64035
1,PhD,Data Scientist,67548
28,Master,HR,119994
1,Master,Manager,63471
29,Bachelor,Analyst,130489
19,PhD,Data Scientist,120935
15,Master,HR,84865
8,PhD,HR,69485
30,PhD,Manager,155512
23,Master,Manager,125224
22,PhD,Data Scientist,132211
22,PhD,Manager,131949
7,Master,Analyst,67641
0,Master,Data Scientist,51802
13,Bachelor,Manager,91324
9,PhD,HR,78373
19,Bachelor,Analyst,88934
9,Master,Data Scientist,85827
26,PhD,HR,130726
4,Master,Data Scientist,60291
27,Master,Software Engineer,127032
26,Master,Analyst,122156
3,Bachelor,Analyst,51425
10,Master,Data Scientist,84084
24,Master,Software Engineer,119773
28,PhD,Software Engineer,149197
28,Master,Analyst,128993
2,Bachelor,HR,43714
22,PhD,Manager,133540
28,Bachelor,Manager,135461
26,Bachelor,Manager,129565
2,Bachelor,HR,41775
17,Bachelor,Software Engineer,87246
30,PhD,HR,140129
13,Bachelor,Analyst,74582
28,Master,Data Scientist,133342
18,Master,HR,85368
8,Master,Analyst,70566
25,Bachelor,Analyst,107928
29,Master,Manager,148790
27,Bachelor,Manager,128069
18,Master,HR,88733
5,Master,HR,64108
24,Bachelor,Manager,128704
0,Bachelor,Analyst,34039
2,PhD,Software Engineer,58629
25,Master,Data Scientist,126576
0,Master,Software Engineer,57466
7,PhD,Data Scientist,86789
12,Bachelor,HR,63835
16,PhD,HR,92755
16,Master,Manager,103239
19,PhD,HR,107883
0,PhD,Manager,64466
17,Master,Data Scientist,105619
10,Master,Software Engineer,84546
14,PhD,Software Engineer,98861
20,Bachelor,HR,87464
16,Master,HR,88015
26,Bachelor,Data Scientist,122554
23,PhD,Analyst,127324
18,PhD,Software Engineer,122293
8,Master,Data Scientist,83489
21,PhD,Analyst,116327
23,Bachelor,Analyst,102515
5,Bachelor,HR,43115
24,Master,Manager,130239
12,Bachelor,HR,66664
22,Master,Data Scientist,121991
21,Bachelor,Software Engineer,100229
11,Bachelor,Analyst,66319
3,Bachelor,Analyst,44931
26,Master,Manager,145129
22,PhD,Analyst,121567
4,Master,Analyst,55961
26,Master,HR,114358
6,Master,HR,63370
19,Master,HR,99066
27,Bachelor,Software Engineer,112685
2,Master,Software Engineer,63705
14,PhD,Software Engineer,97477
29,Master,Software Engineer,145622
26,Bachelor,Data Scientist,121363
4,PhD,Software Engineer,69139
23,PhD,Software Engineer,122842
28,Master,Manager,147034
22,Master,Data Scientist,123238
13,PhD,Analyst,85417
26,Bachelor,Manager,125368
6,PhD,Analyst,75125
8,Master,HR,68066
28,PhD,Data Scientist,147565
5,Bachelor,Analyst,48230
26,Master,Software Engineer,130002
19,Master,Data Scientist,108115
22,Bachelor,Manager,117325
28,PhD,Manager,153385
27,Bachelor,Analyst,110757
8,Bachelor,HR,53398
11,Master,Manager,92924
16,PhD,Analyst,105446
4,PhD,Analyst,69168
22,PhD,Analyst,120907
25,PhD,Data Scientist,145296
17,Bachelor,HR,84702
14,Master,HR,84049
10,PhD,Software Engineer,79929
20,PhD,Manager,126070
21,Master,HR,110243
3,PhD,Software Engineer,69841
18,Master,Data Scientist,111253
0,PhD,Manager,68501
28,Bachelor,Data Scientist,129160
4,PhD,Data Scientist,76399
0,Master,HR,38479
24,Bachelor,Data Scientist,120643
8,Master,Software Engineer,71781
7,Master,Manager,86565
15,Bachelor,Software Engineer,85832
2,Master,Manager,60607
13,Master,Software Engineer,92422
16,PhD,Data Scientist,106020
26,PhD,Software Engineer,135029
3,PhD,Analyst,69803
17,Master,Software Engineer,97723
8,Master,Software Engineer,82471
9,PhD,Software Engineer,82877
20,Master,Manager,127462
7,Master,Software Engineer,74598
22,Bachelor,HR,92360
4,Bachelor,Analyst,53615
11,Bachelor,Manager,80689
27,PhD,Software Engineer,150297
17,Master,Analyst,99725
2,Bachelor,Software Engineer,47845
12,Bachelor,Software Engineer,76363
1,Master,Software Engineer,58410
23,Bachelor,Manager,124228
11,PhD,Analyst,90757
30,PhD,HR,135701
3,PhD,Manager,82019
20,PhD,Software Engineer,123699
9,PhD,Data Scientist,98619
0,PhD,Manager,58312
15,Master,Manager,116411
16,Master,Analyst,91372
0,PhD,Manager,71425
10,Master,HR,66671
18,Bachelor,Analyst,98427
21,Master,Software Engineer,120881
14,PhD,HR,91219
6,Bachelor,Software Engineer,62383
5,PhD,HR,72058
13,Bachelor,Manager,82032
12,Master,Software Engineer,88442
6,Bachelor,Data Scientist,60078
9,PhD,Manager,93682
27,PhD,Software Engineer,139911
28,Master,Manager,147556
8,Bachelor,Software Engineer,67855
26,Bachelor,Manager,137749
20,Bachelor,Software Engineer,99648
4,Master,Software Engineer,57695
29,Bachelor,HR,116890
27,Bachelor,HR,115393
4,Master,HR,53024
14,Bachelor,HR,65266
22,PhD,Manager,142013
23,PhD,HR,120887
14,Bachelor,Data Scientist,83148
14,Bachelor,Manager,96319
14,PhD,Manager,109718
25,Master,HR,120219
28,Master,Data Scientist,146130
2,Bachelor,HR,38720
5,PhD,Software Engineer,74346
9,Bachelor,Data Scientist,70500
24,PhD,Software Engineer,128751
4,Bachelor,Data Scientist,45727
16,Bachelor,Manager,104540
1,Bachelor,Analyst,39289
24,PhD,HR,126701
10,Master,Data Scientist,85466
10,Bachelor,Manager,72307
3,PhD,Data Scientist,81271
2,PhD,Software Engineer,67332
15,Bachelor,Data Scientist,88277
6,Master,Analyst,61682
18,Bachelor,Software Engineer,97355
8,Bachelor,Analyst,63715
30,Master,Analyst,137536
24,PhD,HR,126416
0,Bachelor,HR,24498
28,PhD,Analyst,133423
12,Bachelor,HR,68960
17,Master,Manager,118961
25,PhD,HR,126068
3,PhD,Analyst,69342
17,Master,HR,94707
26,PhD,Manager,143105
9,Bachelor,Analyst,56212
13,Master,Manager,100583
8,Bachelor,Software Engineer,63005
27,Master,Data Scientist,140776
17,PhD,Manager,110133
17,Bachelor,Software Engineer,93217
30,Bachelor,Software Engineer,127221
12,Bachelor,Software Engineer,71579
1,Master,HR,47216
25,Master,Software Engineer,133389
10,Bachelor,Analyst,69425
30,Master,HR,121576
11,Master,HR,60289
30,PhD,Analyst,139496
27,PhD,HR,126587
26,PhD,Software Engineer,131797
2,Bachelor,Manager,48581
2,Master,HR,47237
1,PhD,Analyst,62978
7,PhD,Manager,97188
30,PhD,Analyst,136694
12,Bachelor,HR,68560
6,PhD,Manager,87548
15,PhD,HR,98267
15,Master,Manager,109620
2,Bachelor,HR,32811
18,PhD,Manager,123372
21,PhD,Software Engineer,121975
30,PhD,HR,146592
9,PhD,Software Engineer,85258
30,Master,HR,120791
18,PhD,Analyst,100960
11,Master,HR,70804
14,PhD,Manager,111276
9,Master,Software Engineer,81260
4,PhD,Analyst,64772
23,PhD,Software Engineer,126552
29,Master,Data Scientist,135818
13,PhD,Analyst,99361
3,PhD,HR,65256
2,Master,HR,44026
29,Bachelor,Manager,134413
21,Master,Data Scientist,127509
17,Master,Software Engineer,107373
1,PhD,Manager,71327
29,Master,Data Scientist,149164
29,Master,Manager,152840
3,Bachelor,Data Scientist,56977
19,PhD,Manager,128020
3,PhD,Analyst,68265
30,Master,Data Scientist,141617
29,Master,Data Scientist,143237
24,Bachelor,Analyst,109372
3,Bachelor,Data Scientist,59387
8,Master,Manager,73513
15,Master,Data Scientist,101373
19,PhD,Software Engineer,107159
2,Bachelor,HR,33901
11,Bachelor,HR,54728
10,Master,Software Engineer,74051
11,Master,Data Scientist,93688
13,Master,Software Engineer,82528
5,Master,Manager,76167
0,Bachelor,Software Engineer,40888
25,Bachelor,Data Scientist,124795
6,PhD,Data Scientist,78745
17,PhD,Manager,116794
13,Master,Software Engineer,80650
3,Master,Software Engineer,58684
11,Master,Analyst,80517
17,Bachelor,Software Engineer,94408
2,Master,Software Engineer,55386
23,Bachelor,Software Engineer,109540
24,PhD,Software Engineer,134943
9,PhD,Analyst,78264
9,Master,Manager,88571
9,Bachelor,Analyst,61833
24,Master,Manager,136488
4,Master,Data Scientist,69597
15,Master,Data Scientist,99117
2,PhD,Data Scientist,70953
7,PhD,HR,76693
1,PhD,Data Scientist,63066
27,Master,Data Scientist,135965
17,PhD,Software Engineer,112572
6,Master,Manager,78549
12,PhD,Software Engineer,93868
29,Bachelor,Manager,135556
28,Bachelor,Analyst,117768
4,Master,HR,39321
13,Bachelor,Data Scientist,91252
5,PhD,Analyst,65248
5,Master,HR,55390
9,Bachelor,Manager,81554
3,Master,Software Engineer,61211
25,PhD,Analyst,131755
5,PhD,Data Scientist,77239
3,PhD,HR,62553
19,PhD,Analyst,109877
4,Master,Analyst,57822
6,Bachelor,Software Engineer,60521
17,Master,Software Engineer,94828
8,Bachelor,Software Engineer,64721
14,Bachelor,Data Scientist,78589
11,PhD,Manager,95854
14,Master,Software Engineer,100473
11,PhD,Analyst,84737
27,PhD,Analyst,149484
14,Master,Analyst,95209
8,Master,Software Engineer,75928
15,PhD,Data Scientist,113148
6,PhD,HR,73528
18,PhD,Data Scientist,123923
21,Bachelor,Data Scientist,105198
2,PhD,Analyst,47476
30,PhD,HR,133640
25,Master,Software Engineer,132704
12,PhD,Analyst,97420
24,Bachelor,Analyst,107649
5,Master,HR,59837
3,Bachelor,Analyst,41230
24,Master,Data Scientist,121416
15,PhD,Software Engineer,99587
11,Master,Data Scientist,90461
4,Bachelor,HR,42569
4,Bachelor,Manager,68361
1,PhD,Software Engineer,61762
13,PhD,Software Engineer,106231
24,Bachelor,Software Engineer,114253
25,Master,HR,114535
3,Bachelor,Analyst,37515
22,PhD,Data Scientist,134118
7,Bachelor,HR,51689
4,Master,HR,50281
22,PhD,Manager,134415
11,Master,Analyst,79649
7,PhD,Data Scientist,85475
13,Master,Analyst,85743
12,Master,Software Engineer,91312
14,Bachelor,HR,87235
24,Master,Analyst,112323
10,PhD,Manager,99485
2,Master,HR,40187
0,Master,Software Engineer,50758
19,Master,Analyst,106277
22,Master,Analyst,115926
24,Master,Analyst,118314
12,PhD,Analyst,96536
11,Master,Data Scientist,83619
29,PhD,Analyst,144298
29,PhD,Manager,157275
1,Bachelor,Data Scientist,40745
7,Bachelor,HR,52890
27,Master,HR,125074
30,Master,Analyst,132005
12,PhD,Software Engineer,104195
25,PhD,HR,128438
12,Master,Software Engineer,91618
28,Master,Manager,143329
11,Master,Software Engineer,78466
8,Master,Software Engineer,68142
9,Master,Manager,94490
2,Master,Manager,61254
20,Master,Manager,114446
16,Master,Data Scientist,101573
6,Master,Data Scientist,71508
9,PhD,HR,67460
12,PhD,Manager,106846
29,PhD,Analyst,149889
23,PhD,HR,119847
5,Master,Analyst,52470
22,Master,Data Scientist,120885
28,Master,Manager,135103
30,PhD,Data Scientist,146316
4,Master,HR,50551
22,Master,HR,103700
15,Bachelor,Software Engineer,86966
29,Master,Software Engineer,141427
28,Bachelor,Manager,139153
7,Master,Software Engineer,64032
23,Bachelor,Software Engineer,107094
30,PhD,Software Engineer,150962
24,Bachelor,Manager,117454
22,Master,HR,104713
8,PhD,HR,76147
5,Master,Analyst,62910
22,Master,HR,104122
17,Bachelor,Software Engineer,88228
22,Master,Analyst,114615
5,Bachelor,HR,41163
19,PhD,Software Engineer,117423
14,PhD,HR,89257
9,Bachelor,HR,49774
13,Master,HR,80328
10,Master,Analyst,78083
17,PhD,Analyst,101149
1,PhD,Data Scientist,68585
19,Master,Data Scientist,105278
25,Bachelor,Manager,124565
16,Master,Software Engineer,100821
18,PhD,Software Engineer,113362
14,PhD,HR,98584
23,Bachelor,Manager,125502
21,Bachelor,Software Engineer,109472
11,Bachelor,Software Engineer,84826
7,PhD,Manager,80552
26,Master,Software Engineer,129022
18,Master,Manager,118136
29,PhD,Analyst,144567
7,Bachelor,Data Scientist,69307
16,Bachelor,Software Engineer,81860
1,Master,Software Engineer,54671
19,Master,Software Engineer,102140
26,PhD,Analyst,139094
13,PhD,Analyst,86769
3,Bachelor,Manager,67722
0,Master,Analyst,38037
0,PhD,Analyst,60818
12,Master,HR,80914
7,Master,HR,66338
25,Master,HR,107390
4,PhD,Manager,81820
8,Master,Analyst,65533
0,Master,Analyst,46171
3,PhD,HR,49730
0,PhD,Analyst,59213
2,Master,Software Engineer,54618
4,PhD,HR,64050
29,Bachelor,HR,120102
15,Bachelor,Data Scientist,88035
19,Master,Data Scientist,112536
17,PhD,HR,110765
15,PhD,Manager,112446
12,Bachelor,HR,63094
4,Master,Analyst,54840
21,PhD,Software Engineer,115637
3,Bachelor,Analyst,45656
9,PhD,Software Engineer,93779
18,Bachelor,Manager,104304
20,PhD,Software Engineer,115499
11,PhD,Analyst,86978
1,Bachelor,HR,35075
26,Master,HR,122691
7,Master,Data Scientist,79185
0,Bachelor,Data Scientist,50336
25,Master,Analyst,124800
26,PhD,Analyst,140784
28,Bachelor,Analyst,118992
3,Master,HR,52460
16,PhD,Software Engineer,106745
3,Master,Manager,60980
5,PhD,Software Engineer,75454
30,PhD,Manager,158598
21,PhD,Data Scientist,122746
15,Master,Manager,102247
8,PhD,Analyst,77349
13,PhD,HR,94128
27,Master,Software Engineer,129160
29,Master,Software Engineer,133765
2,PhD,Software Engineer,62320
25,Bachelor,Manager,130290
27,Master,Data Scientist,128249
0,PhD,HR,52323
8,Master,Analyst,75192
4,Master,Manager,64109
6,PhD,HR,72104
9,Master,Software Engineer,75123
26,PhD,HR,123180
9,Master,Software Engineer,84782
10,PhD,Software Engineer,89174
28,Bachelor,Software Engineer,127829
4,Bachelor,Data Scientist,55047
0,Bachelor,Analyst,33599
8,Bachelor,Manager,77391
25,Master,Manager,133742
11,PhD,HR,85044
3,PhD,Analyst,70019
17,PhD,HR,101255
19,Master,Manager,120959
25,Master,Analyst,120088
24,Master,Manager,131600
8,Master,Manager,78467
11,Master,Analyst,78207
21,PhD,HR,114102
15,Bachelor,HR,76278
23,PhD,Software Engineer,123434
5,PhD,Analyst,67780
4,Bachelor,HR,45211
1,PhD,Analyst,60770
5,Master,Analyst,60527
3,Bachelor,Manager,63278
27,Bachelor,Software Engineer,113793
13,Master,Analyst,89350
20,Bachelor,Manager,110830
21,Master,Analyst,107007
25,Bachelor,HR,106950
15,Bachelor,Software Engineer,84339
26,Master,Software Engineer,125302
